id,id_bl,id_si,id_eoy22,cohort,ayear,sample,sent,place,reason
201,757,NA,NA,1617,1718,us ug,Belong,LillisComplex,i just run into friends here most of the time
351,1188,NA,NA,1718,1718,us ug,Belong,LillisComplex,business is my major
451,1358,NA,NA,1718,1718,us ug,Belong,LillisComplex,the atmosphere of lillis is hard working and inclusive the atmosphere is one of professionalism and growth the small tables on every level really fit my needs perfectly and i really love how much thought was put into the design of this building
165,675,NA,NA,1617,1718,us ug,Belong,LillisComplex,as a business student it very easy to get comfortable in lillis
372,1222,NA,NA,1718,1718,us ug,Belong,LillisComplex,familiar class space and many of my friends are business majors
206,776,NA,NA,1617,1718,us ug,Belong,LillisComplex,have had classes there feels comfortable
185,718,NA,NA,1617,1718,us ug,Belong,LillisComplex,lillis is where i spend a substantial amount of my time and i see a lot of my friends who are business majors and in my business fraternity
517,1485,NA,NA,1718,1718,us ug,Belong,LillisComplex,i did not click this place that i fit in but if i had to say that i fit in this place is because my dad was a business major and makes me feel at home and i have met many people in this building
115,532,NA,NA,1516,1718,us ug,Belong,LillisComplex,great place to study lots of clubs
321,1127,NA,NA,1617,1718,us ug,Belong,LillisComplex,i have classes here
214,791,NA,NA,1617,1718,us ug,Belong,LillisComplex,i am a business major
465,1377,NA,NA,1718,1718,us ug,Belong,LillisComplex,people there are doing what i am doing common interests
72,398,NA,NA,1516,1718,us ug,Belong,LillisComplex,the majority of my classes take place in this building so i have had classes with a lot of the students who are in the building it nice to see familiar faces around including many professors
290,1020,NA,NA,1617,1718,us ug,Belong,LillisComplex,fit in
280,990,NA,NA,1617,1718,us ug,Belong,LillisComplex,i think it is a big building with all sorts of students walking around i think it is a beautiful building that just all around attracts students and i love the diversity of people in here
70,385,NA,NA,1516,1718,us ug,Belong,LillisComplex,i am a business major and involved in clubs with other students that are business majors meaning i often see a lot of familiar faces in this area
14,81,NA,NA,1516,1718,us ug,Belong,LillisComplex,i love the math library it is a very welcoming and productive space
412,1282,NA,NA,1718,1718,us ug,Belong,LillisComplex,not sure
197,749,NA,NA,1617,1718,us ug,Belong,LillisComplex,this is where a majority of my classes are for my major so i feel connected to the staff and students through that
540,1522,NA,NA,1718,1718,us ug,Belong,LillisComplex,because i had a lot of classes in lillis i got great experience over here however i am not a business student that great place at all
531,1509,NA,NA,1718,1718,us ug,Belong,LokeyComplex,it where all my classes are
91,455,NA,NA,1516,1718,us ug,Belong,LokeyComplex,i am not a science major and they are very elitist
508,1467,NA,NA,1718,1718,us ug,Belong,LokeyComplex,i am a biochemistry major so it is nice to be around others who share the same goals as me
49,316,NA,NA,1516,1718,us ug,Belong,LokeyComplex,i am a stem major and most of my classes and people i interact with are in within these buildings i spend a lot of time studying in these buildings
103,491,NA,NA,1516,1718,us ug,Belong,LokeyComplex,i am a science major so i feel the most accepted here
392,1253,NA,NA,1718,1718,us ug,Belong,LokeyComplex,i am surrounded by other students that are in similar classes and similar majors as i am
456,1366,NA,NA,1718,1718,us ug,Belong,LokeyComplex,the science complex is where most of my classes are and i often study in the science library because i like the atmosphere
89,451,NA,NA,1516,1718,us ug,Belong,LokeyComplex,i take a lot of classes there
55,348,NA,NA,1516,1718,us ug,Belong,LokeyComplex,i know most people who study in this area because it is a more science based place
69,382,NA,NA,1516,1718,us ug,Belong,LokeyComplex,science library
254,913,NA,NA,1617,1718,us ug,Belong,LokeyComplex,there are people who have similar mindsets and majors to myself it a supportive community
86,433,NA,NA,1516,1718,us ug,Belong,LokeyComplex,i am a science major and that where my people are
291,1023,NA,NA,1617,1718,us ug,Belong,LokeyComplex,there are accepting people that love to do science and study in a beautiful place
174,689,NA,NA,1617,1718,us ug,Belong,LokeyComplex,allan price science commons truly allows me to communicate with students who are within my cohort and understand the problems i am going through as a stem major
343,1177,NA,NA,1718,1718,us ug,Belong,LokeyComplex,the science library is where i go to do work and i feel peaceful there
234,854,NA,NA,1617,1718,us ug,Belong,LokeyComplex,i have classes there
213,790,NA,NA,1617,1718,us ug,Belong,LokeyComplex,one of my favorite professor office hours are held in this area
376,1227,NA,NA,1718,1718,us ug,Belong,LokeyComplex,it is where most of my classes are and where i talk to people in my classes study with my friends etc
547,1538,NA,NA,1718,1718,us ug,Belong,LokeyComplex,the advisors for my major cis in deschutes have been helpful and supportive also something about the science library makes me feel at home
117,534,NA,NA,1516,1718,us ug,Belong,LokeyComplex,science classes
399,1263,NA,NA,1718,1718,us ug,Belong,LokeyComplex,i have most my classes there and get along with everyone
139,602,NA,NA,1617,1718,us ug,Belong,LokeyComplex,my major
40,224,NA,NA,1516,1718,us ug,Belong,LokeyComplex,i work here and where i work it is diverse
156,649,NA,NA,1617,1718,us ug,Belong,LokeyComplex,science major
356,1195,NA,NA,1718,1718,us ug,Belong,LokeyComplex,have a lot of classes here
425,1309,NA,NA,1718,1718,us ug,Belong,LokeyComplex,its where all the science stuff is
524,1498,NA,NA,1718,1718,us ug,Belong,LokeyComplex,i like the environment around the area
101,488,NA,NA,1516,1718,us ug,Belong,LokeyComplex,i have a lot of peers that are facing the same issues with classes so we are all able to help each other out
84,431,NA,NA,1516,1718,us ug,Belong,LokeyComplex,i know a lot of the professors other students and lab in the science buildings i work in research labs and feel intellectually equal and feel comfortable in these buildings
198,750,NA,NA,1617,1718,us ug,Belong,LokeyComplex,i work in huestis and spend a lot of my time socializing with people in the science complex in general
236,857,NA,NA,1617,1718,us ug,Belong,LokeyComplex,lots of students with similar experiences whenever i am there i can always find somebody i recognize
195,745,NA,NA,1617,1718,us ug,Belong,LokeyComplex,i am a science major and majority of my friends and peers are in this building
11,72,NA,NA,1516,1718,us ug,Belong,LokeyComplex,these areall science buildings which is what i am going to school for
537,1518,NA,NA,1718,1718,us ug,Belong,LokeyComplex,i share many interests in the subjects in this region with many students
311,1093,NA,NA,1617,1718,us ug,Belong,LokeyComplex,i have many classes in these areas and often study here
151,635,NA,NA,1617,1718,us ug,Belong,LokeyComplex,science background people around me
352,1189,NA,NA,1718,1718,us ug,Belong,LokeyComplex,i am a human physiology major so this is where most of the classes i enjoy and connect with are i also study a lot in the science library
463,1374,NA,NA,1718,1718,us ug,Belong,LokeyComplex,i am a science major and most of my professor office hours are around here
75,411,NA,NA,1516,1718,us ug,Belong,LokeyComplex,i am a computer science major deschutes is the computer science building
161,660,NA,NA,1617,1718,us ug,Belong,LokeyComplex,it is a good place to study and everyone else is doing the same thing
106,494,NA,NA,1516,1718,us ug,Belong,LokeyComplex,i am a geology major and spend a lot of time in these buildings particularly cascade and the science commons i feel like i know where everything is and i know what to expect wherever i go where it will be loud quiet busy or empty
149,630,NA,NA,1617,1718,us ug,Belong,LokeyComplex,science library science based buildings
15,82,NA,NA,1516,1718,us ug,Belong,LokeyComplex,i specifically meant the science library there is always a computer or area for me to work and it is not completely quiet so i can work with other people or by myself love the glass windows on the inside so i do not feel super enclosed even though i am not a science major i still feel like i fit in here
360,1200,NA,NA,1718,1718,us ug,Belong,LokeyComplex,i enjoy the lab portion of my chemistry class and it is in this complex when i go to office hours here i feel like my questions are treated as valid
224,822,NA,NA,1617,1718,us ug,Belong,LokeyComplex,i do the sciences
99,480,NA,NA,1516,1718,us ug,Belong,LokeyComplex,i am a bio major so this is where i see most of my professors peers friends and where most of my classes take place i also work in pacific
4,28,NA,NA,1516,1718,us ug,Belong,LokeyComplex,it is where i have had a lot of classes and where i have learned the most
299,1046,NA,NA,1617,1718,us ug,Belong,LokeyComplex,similar major s
285,1006,NA,NA,1617,1718,us ug,Belong,LokeyComplex,in lisb where i am a research assistant i get a glimpse into my hopefully future as a graduate psy student and i feel at home i feel very connected there
77,419,NA,NA,1516,1718,us ug,Belong,LokeyComplex,it cool
405,1272,NA,NA,1718,1718,us ug,Belong,LokeyComplex,since i am an earth science and biology major i feel it is almost natural for me to feel comfortable where there are those like me
476,1396,NA,NA,1718,1718,us ug,Belong,LokeyComplex,science community and more interactions with older students staff
80,422,NA,NA,1516,1718,us ug,Belong,LokeyComplex,i work in pacific and i love my job my boss is really kind
229,835,NA,NA,1617,1718,us ug,Belong,LokeyComplex,a common place where i study with friends science library
56,350,NA,NA,1516,1718,us ug,Belong,LokeyComplex,i like geology and the people in the field
104,492,NA,NA,1516,1718,us ug,Belong,LokeyComplex,i have class and work in the science commons so i feel very comfortable there i also really enjoy the willamette atrium because of its large size and the many windows
34,182,NA,NA,1516,1718,us ug,Belong,LokeyComplex,do not fit in socially
71,390,NA,NA,1516,1718,us ug,Belong,LokeyComplex,its the same community that i see within my major courses the familiar faces makes it feel welcoming and connected
85,432,NA,NA,1516,1718,us ug,Belong,LokeyComplex,anatomy lab is so cool we learn together and build relationships
165,675,NA,NA,1617,1718,us ug,Belong,LokeyComplex,i have had many classes in columbia and am very familiar with this area
102,490,NA,NA,1516,1718,us ug,Belong,LokeyComplex,i feel comfortable in the science library and i feel comfortable taking classes here
39,223,NA,NA,1516,1718,us ug,Belong,LokeyComplex,i feel very disconnected from the academic activities that happen in this building because i do not easily relate to science
383,1243,NA,NA,1718,1718,us ug,Belong,LokeyComplex,science is my jam
482,1410,NA,NA,1718,1718,us ug,Belong,LokeyComplex,i work there
295,1032,NA,NA,1617,1718,us ug,Belong,LokeyComplex,well i was going for more allen hall because it one of my majors and the people share common interest with me
358,1197,NA,NA,1718,1718,us ug,Belong,LokeyComplex,i have my chemistry lectures in columbia 150 so it such a familiar place it a nice building and i like having classes in there
58,357,NA,NA,1516,1718,us ug,Belong,LokeyComplex,there are many like minded students in the science library and it is a place where i belong
349,1186,NA,NA,1718,1718,us ug,Belong,LokeyComplex,everyone is super supportive
530,1506,NA,NA,1718,1718,us ug,Belong,LokeyComplex,i love the science library its a really good place to do homework with friends
14,81,NA,NA,1516,1718,us ug,Belong,LokeyComplex,i spend a lot of time here with like minded people that care about the same things i care about
95,466,NA,NA,1516,1718,us ug,Belong,LokeyComplex,in the science complexes everyone is bonded through a joint understanding that we are stressed taking hard classes and value this quiet study space to learn together
45,302,NA,NA,1516,1718,us ug,Belong,LokeyComplex,the science department and buildings are where i attend class i also work in a research lab in streisinger where i have support from my pi and graduate student mentor
412,1282,NA,NA,1718,1718,us ug,Belong,LokeyComplex,i do not
93,461,NA,NA,1516,1718,us ug,Belong,LokeyComplex,i literally know everyone which i appreciate because they can help me with labs
447,1353,NA,NA,1718,1718,us ug,Belong,LokeyComplex,im a science major
81,425,NA,NA,1516,1718,us ug,Belong,LokeyComplex,fellow science majors
52,328,NA,NA,1516,1718,us ug,Belong,LokeyComplex,pretty much every science class i have taken has been here the library is pretty chill too
485,1415,NA,NA,1718,1718,us ug,Belong,Straub.Earl,this is where i live
250,902,NA,NA,1617,1718,us ug,Belong,Straub.Earl,as a psychology major i spend a lot of time in straub i appreciate the psych computer lab and free tutoring and as well as the lounge with comfortable couches
114,531,NA,NA,1516,1718,us ug,Belong,Straub.Earl,i have a majority of my classes in straub and really enjoy the atmosphere that students have created i also feel like its a central part of campus making it easy to connect with other students or meet up with classmates
82,427,NA,NA,1516,1718,us ug,Belong,Straub.Earl,i have had a lot of classes in straub and i like to study in there i wish there were even more places to sit and study
63,368,NA,NA,1516,1718,us ug,Belong,Straub.Earl,same
38,212,NA,NA,1516,1718,us ug,Belong,Straub.Earl,i am a psychology student so i have spent a lot of time in straub and feel like it the building of my major so i belong and am familiar with it
274,977,NA,NA,1617,1718,us ug,Belong,Straub.Earl,where film club takes place
549,1546,NA,NA,1718,1718,us ug,Belong,Straub.Earl,this is where the department of my major psychology at where my passion starts i have taken serval psychology classes at here people at here are knowledgeable in the field and share the same interest with me
357,1196,NA,NA,1718,1718,us ug,Belong,Straub.Earl,it just a decent location in general to hang around
3,19,NA,NA,1516,1718,us ug,Belong,Straub.Earl,it is the home of my major
22,122,NA,NA,1516,1718,us ug,Belong,Straub.Earl,a private courtyard
113,519,NA,NA,1516,1718,us ug,Belong,Straub.Earl,i am a psych major therefore most of my classes are hold here
83,428,NA,NA,1516,1718,us ug,Belong,Straub.Earl,i have friends who live there that i love i visit them and feel comfortable in that area
322,1130,NA,NA,1617,1718,us ug,Belong,Straub.Earl,i have had some good classes here
426,1310,NA,NA,1718,1718,us ug,Belong,Straub.Earl,i work in straub where i do research and the community of people that i work with are very supportive and caring
171,685,NA,NA,1617,1718,us ug,Belong,Straub.Earl,its the building where all of my major classes take place
259,925,NA,NA,1617,1718,us ug,Belong,Straub.Earl,i used to have several classes there and since my department is located in straub i go there often i also find it as a good spot for studying
66,375,NA,NA,1516,1718,us ug,Belong,Straub.Earl,i used to have psych classes in this building when i was completing my psych minor and this building was always helpful and welcoming
57,356,NA,NA,1516,1718,us ug,Belong,Straub.Earl,almost all of my psy classes are here and i also tutor students in the building it where i spend most of my time on campus and i have made a lot of friends through the psy major and through the tutoring program i almost always see someone i know when i am in straub and that makes me feel connected and accepted
166,676,NA,NA,1617,1718,us ug,Belong,Straub.Earl,i have half my classes here and hangout in between them there space for me to sit down
34,182,NA,NA,1516,1718,us ug,Belong,Straub.Earl,others are smart
135,595,NA,NA,1617,1718,us ug,Belong,Straub.Earl,all of the classes that i have had in straub have been classes that i have thoroughly enjoyed i feel like when professors teach in tis hall they are more approachable
212,788,NA,NA,1617,1718,us ug,Belong,Straub.Earl,im a psy major
192,741,NA,NA,1617,1718,us ug,Belong,Straub.Earl,found a psychology lab that i can volunteer in and am doing well in research plus hoping to gain more research experience in other psych labs
108,496,NA,NA,1516,1718,us ug,Belong,Straub.Earl,i am a psych major and that the psych building
497,1441,NA,NA,1718,1718,us ug,Belong,Straub.Earl,i meet with my clubs orgs in straub twice a week these are the people i feel closest to so i like being there with them
465,1377,NA,NA,1718,1718,us ug,Belong,Straub.Earl,good neighbors
280,990,NA,NA,1617,1718,us ug,Belong,Straub.Earl,i am a psychology major so i have taken many classes in here i feel like i am around like minded people
257,923,NA,NA,1617,1718,us ug,Belong,Straub.Earl,i have had classes in this building that i really enjoy and feel comfortable in
455,1364,NA,NA,1718,1718,us ug,Belong,Straub.Earl,i live in earl i have made a lot of friends in my dorm and in the residential community
375,1226,NA,NA,1718,1718,us ug,Belong,Straub.Earl,my best friends live here and have made my freshman experience memorable
415,1288,NA,NA,1718,1718,us ug,Belong,LLC,i live there
397,1261,NA,NA,1718,1718,us ug,Belong,LLC,my friends and ras because this is my home for the school year
91,455,NA,NA,1516,1718,us ug,Belong,LLC,it is very fraternity and sorority centric and i am not part of those communities
68,379,NA,NA,1516,1718,us ug,Belong,LLC,i work and live here so it is familiar to me
213,790,NA,NA,1617,1718,us ug,Belong,LLC,weekly rha meetings in this area with peers who i have known and grown with for the past year
48,315,NA,NA,1516,1718,us ug,Belong,LLC,the food is good
356,1195,NA,NA,1718,1718,us ug,Belong,LLC,around this area a lot
207,777,NA,NA,1617,1718,us ug,Belong,LLC,the study areas are very conductive to being introverted yet focused
395,1257,NA,NA,1718,1718,us ug,Belong,LLC,a bunch of my friends live in those hall and i go there to socialize and get food and hang out
494,1431,NA,NA,1718,1718,us ug,Belong,LLC,i live in llc north and feel very accepted there
274,977,NA,NA,1617,1718,us ug,Belong,LLC,i live here
147,622,NA,NA,1617,1718,us ug,Belong,LLC,i eat here a lot
436,1327,NA,NA,1718,1718,us ug,Belong,LLC,this is where i get my food
421,1298,NA,NA,1718,1718,us ug,Belong,LLC,other people like me
57,356,NA,NA,1516,1718,us ug,Belong,LLC,i work at the housing service center in llc north so whenever i go through the building i know there will be someone i can say hi to i eat lunch in the back of the service center even when i am not working because i enjoy the atmosphere and the company of my coworkers i know some of the dining employees in dux bistro as well which helps me feel connected i also have class in llc south this term so that contributes to my feelings of connectedness as well
372,1222,NA,NA,1718,1718,us ug,Belong,LLC,dining area with a friendly atmosphere with the lawn too
512,1475,NA,NA,1718,1718,us ug,Belong,LLC,i spend a good deal of my mornings around here because i live near here
435,1324,NA,NA,1718,1718,us ug,Belong,LLC,i feel like all the freshman just hang out here and there are good vibes
365,1210,NA,NA,1718,1718,us ug,Belong,LLC,friends are in the building so easy to hang out and connect with them
391,1252,NA,NA,1718,1718,us ug,Belong,LLC,i live here and i have friends
342,1174,NA,NA,1718,1718,us ug,Belong,LLC,my residence hall
474,1394,NA,NA,1718,1718,us ug,Belong,LLC,always welcoming and friends live here with me
541,1524,NA,NA,1718,1718,us ug,Belong,LLC,i live there
375,1226,NA,NA,1718,1718,us ug,Belong,LLC,i live here
508,1467,NA,NA,1718,1718,us ug,Belong,Walton,i am currently living here and my dormmates are nice to me
479,1401,NA,NA,1718,1718,us ug,Belong,Walton,where i live and my friends are everyone is understanding welcoming and friendly
213,790,NA,NA,1617,1718,us ug,Belong,Walton,the rha housing office where people i have known and grown with have their office hours among others who i have connected with over the past two years
232,851,NA,NA,1617,1718,us ug,Belong,Walton,work i get recognized for doing things good and i lile helping others
473,1392,NA,NA,1718,1718,us ug,Belong,Walton,i live in walton and i get along with the people in my hall
352,1189,NA,NA,1718,1718,us ug,Belong,Walton,i live here
431,1317,NA,NA,1718,1718,us ug,Belong,Walton,where i live lots of friends and familiar faces
313,1100,NA,NA,1617,1718,us ug,Belong,Walton,i live here
125,559,NA,NA,1617,1718,us ug,Belong,Walton,housing rha office
216,794,NA,NA,1617,1718,us ug,Belong,Walton,i have lived here for two years and worked here for one i feel very familiar with the building and several of the other people who live and work here my freshmen year living experience will always be an important part of how i define my college experience and i really enjoyed the community and environment that we created for ourselves in this space working here as an ra has added to my sense of ownership and belonging in this building as well
449,1356,NA,NA,1718,1718,us ug,Belong,Walton,hawthorne is the bomb the people are decent
4,28,NA,NA,1516,1718,us ug,Belong,Walton,it is where i am an ra
405,1272,NA,NA,1718,1718,us ug,Belong,Walton,the sweetser wing is where i live and since i do live there it would not be right if i did not feel like i belonged
453,1361,NA,NA,1718,1718,us ug,Belong,Walton,this is my dorm and with my roommate being absent the majority of the time i feel comfortable having a little bit of my own personal space in this massive campus where i am not forced to see others as often
548,1543,NA,NA,1718,1718,us ug,Belong,Walton,the few people here i get along with do not make dorm living as awful
536,1517,NA,NA,1718,1718,us ug,Belong,Walton,this is my dorm room
486,1416,NA,NA,1718,1718,us ug,Belong,Walton,i meant to press hamilton watson my dorms where i met so many great people
481,1409,NA,NA,1718,1718,us ug,Belong,Walton,it where i live and where a lot of my friends live
307,1075,NA,NA,1617,1718,us ug,Belong,Carson,i live here
399,1263,NA,NA,1718,1718,us ug,Belong,Carson,its where all my friends live
306,1074,NA,NA,1617,1718,us ug,Belong,Carson,the people in the building are generally really welcoming and it overall has a great atmosphere the buffet in the building also has a variety of seating options that cater to different kinds of people
305,1071,NA,NA,1617,1718,us ug,Belong,Carson,i am an ra and feel in the community
472,1391,NA,NA,1718,1718,us ug,Belong,Carson,i live there and like my friends there
253,912,NA,NA,1617,1718,us ug,Belong,Carson,the gender equity hall despite being full of dumbass freshman who can not handle living with other people and learning to shut the fuck up at night is another mostly queer space where i do not have to hide my queerness
278,986,NA,NA,1617,1718,us ug,Belong,Carson,i live here
292,1026,NA,NA,1617,1718,us ug,Belong,Carson,its where i live
503,1458,NA,NA,1718,1718,us ug,Belong,Carson,i live here and everyone is very friendly and accepting
518,1486,NA,NA,1718,1718,us ug,Belong,Carson,this is where i live and i have met some wonderful people here
492,1428,NA,NA,1718,1718,us ug,Belong,Carson,i live here while i do not particularly care for everyone i know in carson i found my close friends here i love my room and i love living with my roommate
456,1366,NA,NA,1718,1718,us ug,Belong,Hamilton,it a dining area that everyone is allowed in and that i often spend time in
355,1192,NA,NA,1718,1718,us ug,Belong,Hamilton,lot of my other friends live in hamilton and they are all very welcoming and inviting
401,1265,NA,NA,1718,1718,us ug,Belong,Hamilton,this is where my dorm is because of that i feel like i fit in and connect here
488,1418,NA,NA,1718,1718,us ug,Belong,Hamilton,it where i live and where all my friends spend most of there time
317,1118,NA,NA,1617,1718,us ug,Belong,Hamilton,i am an ra in this complex and it is my home
441,1338,NA,NA,1718,1718,us ug,Belong,Hamilton,it where i live
442,1339,NA,NA,1718,1718,us ug,Belong,Hamilton,my friends live here
487,1417,NA,NA,1718,1718,us ug,Belong,Hamilton,i live there
424,1307,NA,NA,1718,1718,us ug,Belong,Hamilton,the ras really made mcclain feel like home
511,1473,NA,NA,1718,1718,us ug,Belong,Hamilton,its my current home and i resonate with a lot of the people here
438,1331,NA,NA,1718,1718,us ug,Belong,Hamilton,it my home and i spend a lot of time here
500,1450,NA,NA,1718,1718,us ug,Belong,Hamilton,it my dorm and people are friendly
460,1370,NA,NA,1718,1718,us ug,Belong,Hamilton,i live in spiller
393,1254,NA,NA,1718,1718,us ug,Belong,Hamilton,i have gotten very lucky with the hall i am in and everyone knows each other and is very connected
19,114,NA,NA,1516,1718,us ug,Belong,Hamilton,i work at hamilton and know a lot of workers there and regular students who eat there
178,696,NA,NA,1617,1718,us ug,Belong,Hamilton,the people i have met that live here make me feel like i belong
316,1103,NA,NA,1617,1718,us ug,Belong,Hamilton,the dorms are a very welcoming space
338,1165,NA,NA,1718,1718,us ug,Belong,Hamilton,i live there and have friends there
18,102,NA,NA,1516,1718,us ug,Belong,Hamilton,i am a ra here
6,34,NA,NA,1516,1718,us ug,Belong,Hamilton,i have lived in the hamilton dorms for three years now and am choosing to live in them for a fourth year come fall 2018 it is the job of the residential advisors to create an environment where everyone is connected and a sense of belonging although i do not participate in 99 of the activities the ras put on or talk to 99 of the other residents within my hall the community created is there if i chooses to participate and make friends and it will be very welcoming i also feel connected to this place because it has been my consistent home for the past three years while i attend school and during a time when i am constantly moving back and forth between locations it nice to have a constant and familiar location to help with any anxiety or stress that i am feeling it has also helped with the feeling of being homesick since it to has now become my home away from home
370,1217,NA,NA,1718,1718,us ug,Belong,Hamilton,it my home my friends are there i love food
533,1513,NA,NA,1718,1718,us ug,Belong,Hamilton,i live here and i only stay in my room
430,1316,NA,NA,1718,1718,us ug,Belong,Hamilton,love the food and i have friends that live here
383,1243,NA,NA,1718,1718,us ug,Belong,Hamilton,i have friends here
450,1357,NA,NA,1718,1718,us ug,Belong,Hamilton,i live in the hamilton dorms and my roommate and i are really good friends so i feel accepted by her and just feel comfortable here
295,1032,NA,NA,1617,1718,us ug,Belong,Hamilton,it my home for right now and the people accept me
358,1197,NA,NA,1718,1718,us ug,Belong,Hamilton,hamilton hall is my home i live in tingle and have friends all over the entire complex i like living in hamilton it feels like such a stereotypical dorm and i like that aspect of it i have made so many friends in hamilton and it such a community feel
391,1252,NA,NA,1718,1718,us ug,Belong,Hamilton,i like to eat here with my friends
91,455,NA,NA,1516,1718,us ug,Belong,Jaqua,i literally can not get in because i am not a student athlete
392,1253,NA,NA,1718,1718,us ug,Belong,Jaqua,i am an athlete and i feel most connected to other athletes and support staff
65,374,NA,NA,1516,1718,us ug,Belong,Jaqua,i do not feel as if i fit in here i misread the question
