id,id_bl,id_si,id_eoy22,cohort,ayear,sample,sent,place,reason
276,983,NA,NA,1617,1718,us ug,Belong,DuckNest,another place where i can sit and relax quietly without pressure to have friends with me i also really appreciate how it is a special area meant specifically to aid in emotional and mental well being it a nice sanctuary to go to between classes and other events
445,1350,NA,NA,1718,1718,us ug,Belong,DuckNest,they give me free things and help with my mental health
340,1170,NA,NA,1718,1718,us ug,Belong,DuckNest,aromatherapy quiet environment etc this place is great
394,1256,NA,NA,1718,1718,us ug,Belong,DuckNest,the duck nest should be continually funded because it is so important to many students allowing us a space for self care relaxation a safe place for myself and others
433,1319,NA,NA,1718,1718,us ug,Belong,DuckNest,they are great resources for relaxation
472,1391,NA,NA,1718,1718,us ug,Belong,DuckNest,they are welcoming and accepting
381,1236,NA,NA,1718,1718,us ug,Belong,DuckNest,i sometimes take free classes here and always feel welcome
502,1454,NA,NA,1718,1718,us ug,Belong,DuckNest,dogs at the duck nest
55,348,NA,NA,1516,1718,us ug,Belong,Call,my friends work here so i enjoy seeing them and hanging out here
5,29,NA,NA,1516,1718,us ug,Belong,FSL,i feel accepted and respected by the staff and my peers who are also memebrs of the greek community here at uo
42,280,NA,NA,1516,1718,us ug,Belong,FSL,i am in greek life
41,276,NA,NA,1516,1718,us ug,Belong,FSL,i am a part of the fsl community and my friends work here they provide so many great resources
131,579,NA,NA,1617,1718,us ug,Belong,FSL,i enjoy being surrounded by people who share a common interest and being here i feel like i can openly talk about this community with people who care about helping others and making a positive impact
157,651,NA,NA,1617,1718,us ug,Belong,FSL,i am a member of alpha chi omega and i am involved with the greek community
218,800,NA,NA,1617,1718,us ug,Belong,FSL,i am a part of greek life
335,1161,NA,NA,1718,1718,us ug,Belong,FSL,i am apart of greek life so i can relate to the people here
494,1431,NA,NA,1718,1718,us ug,Belong,FSL,i am in a sorority
454,1363,NA,NA,1718,1718,us ug,Belong,FSL,i did not mean to choose this place meant to choose the computer lab because it is a public space where people are very respectful and quiet
11,72,NA,NA,1516,1718,us ug,Belong,Computer,the wellness center has lots of resources and great events
112,511,NA,NA,1516,1718,us ug,Belong,Computer,i came here a lot to do homework
78,420,NA,NA,1516,1718,us ug,Belong,Computer,i work here i love my coworkers and the lab is like a second home to me
3,19,NA,NA,1516,1718,us ug,Belong,Computer,i like to do work in here
298,1044,NA,NA,1617,1718,us ug,Belong,Computer,i feel that i can do my work here and nobody is judging me
399,1263,NA,NA,1718,1718,us ug,Belong,Computer,its quiet and helpful
500,1450,NA,NA,1718,1718,us ug,Belong,Computer,everyone s there to do the same thing
377,1228,NA,NA,1718,1718,us ug,Belong,Computer,the people that work here are super nice
460,1370,NA,NA,1718,1718,us ug,Belong,Computer,easy to use
478,1398,NA,NA,1718,1718,us ug,Belong,Computer,my own space away from people it is peaceful
5,29,NA,NA,1516,1718,us ug,Belong,KWVA,i love the radio station and appreciate the supportive staff and charlotte the manager
157,651,NA,NA,1617,1718,us ug,Belong,KWVA,i am a member of kwva sports
194,744,NA,NA,1617,1718,us ug,Belong,KWVA,i volunteer there and everyone is nice to me i am into music so i feel like i fit in
471,1389,NA,NA,1718,1718,us ug,Belong,KWVA,community
482,1410,NA,NA,1718,1718,us ug,Belong,KWVA,lots of volunteer opportunities really nice people djs listen to each other rely on each other
6,34,NA,NA,1516,1718,us ug,Belong,FallingSky,i have only been once but the people were very accommodating and did their best to ensure you enjoyed the food and they were there to help with anything you needed it also a great place to sit with friends or make new ones also the atmosphere in generally is very open and inviting
112,511,NA,NA,1516,1718,us ug,Belong,FallingSky,cool place to eat and hang with friends
65,374,NA,NA,1516,1718,us ug,Belong,FallingSky,i like beer and pizza and so does everyone else here
115,532,NA,NA,1516,1718,us ug,Belong,FallingSky,good drinks great place for studying with a group
163,665,NA,NA,1617,1718,us ug,Belong,FallingSky,everyone in there is very kind and friendly
178,696,NA,NA,1617,1718,us ug,Belong,FallingSky,i can come here to connect with my friends
185,718,NA,NA,1617,1718,us ug,Belong,FallingSky,i go with groups of friends and get to sit down and hang out with them while enjoying food and a nice ambiance
190,730,NA,NA,1617,1718,us ug,Belong,FallingSky,the food is great and its a great place to converse with friends while eating out
197,749,NA,NA,1617,1718,us ug,Belong,FallingSky,it a restaurant and i do not feel weird walking in there like it would be if i walked into a room for some group
218,800,NA,NA,1617,1718,us ug,Belong,FallingSky,there good food and i go with my friends
230,845,NA,NA,1617,1718,us ug,Belong,FallingSky,great food and friendliest service
244,882,NA,NA,1617,1718,us ug,Belong,FallingSky,it a nice area usually not too loud but still bustley where i can find good food and a great place to meet up with friends and the atmosphere is welcoming and nice
288,1013,NA,NA,1617,1718,us ug,Belong,FallingSky,i know some people usually
303,1064,NA,NA,1617,1718,us ug,Belong,FallingSky,i get food here a lot and the staff are friendly
485,1415,NA,NA,1718,1718,us ug,Belong,FallingSky,i like pizza
340,1170,NA,NA,1718,1718,us ug,Belong,FallingSky,lots of activities open to minors i love trivia and comedy nights pizza is way too pricey though
431,1317,NA,NA,1718,1718,us ug,Belong,FallingSky,fun accepting crowd
389,1249,NA,NA,1718,1718,us ug,Belong,FallingSky,food
403,1269,NA,NA,1718,1718,us ug,Belong,FallingSky,good food and friendly staff
38,212,NA,NA,1516,1718,us ug,Belong,O,there are many students there deindividuizing myself and putting less notice to me it is also a very laid back environment
25,146,NA,NA,1516,1718,us ug,Belong,O,i can do my work and socialize in a safe space here
27,149,NA,NA,1516,1718,us ug,Belong,O,the booths in the o lounge are great for studying
108,496,NA,NA,1516,1718,us ug,Belong,O,there many students studying here like i am
62,367,NA,NA,1516,1718,us ug,Belong,O,comfy seating and lots of space for homework
46,303,NA,NA,1516,1718,us ug,Belong,O,its open seating and anyone can sit
123,553,NA,NA,1617,1718,us ug,Belong,O,lots of different seating areas for groups or people alone studying
174,689,NA,NA,1617,1718,us ug,Belong,O,perfect place for late night studying after the science library has closed also food is available at that time and having a large tv to sit and relax to watch sporting events with other students formats a center of community
186,719,NA,NA,1617,1718,us ug,Belong,O,i feel comfortable studying with friends
193,743,NA,NA,1617,1718,us ug,Belong,O,i study here a lot and the people around me seem kind
264,951,NA,NA,1617,1718,us ug,Belong,O,its a relaxing enviorment
268,960,NA,NA,1617,1718,us ug,Belong,O,allows me to interact with others in an open environment
279,989,NA,NA,1617,1718,us ug,Belong,O,it a quiet place where everyone can do their own thing in a calm environment
282,997,NA,NA,1617,1718,us ug,Belong,O,see lots of people hanging out
304,1066,NA,NA,1617,1718,us ug,Belong,O,i am able to focus on my work without being distracted
355,1192,NA,NA,1718,1718,us ug,Belong,O,my friends and i hang out here
510,1471,NA,NA,1718,1718,us ug,Belong,O,makes it like i am just like everyone else trying to find another place to study
431,1317,NA,NA,1718,1718,us ug,Belong,O,nice place to study
339,1168,NA,NA,1718,1718,us ug,Belong,O,good place to study alone
449,1356,NA,NA,1718,1718,us ug,Belong,O,lounging
387,1247,NA,NA,1718,1718,us ug,Belong,O,i can be near others while work on my assignments
405,1272,NA,NA,1718,1718,us ug,Belong,O,everyone needs to relax sometimes and where better to do it than a location made for it
534,1514,NA,NA,1718,1718,us ug,Belong,O,i can study
407,1276,NA,NA,1718,1718,us ug,Belong,O,i chill there and just hang out there a lot
388,1248,NA,NA,1718,1718,us ug,Belong,O,i meet up with friends here ad meet new people
336,1162,NA,NA,1718,1718,us ug,Belong,O,quiet can keep to myself and study or take a break in between classes
115,532,NA,NA,1516,1718,us ug,Belong,Townshend,great bubble tea friendly staff
205,772,NA,NA,1617,1718,us ug,Belong,Townshend,everyone is friendly and i like tea
269,961,NA,NA,1617,1718,us ug,Belong,Townshend,i love tea and all the individuals that work here are extremely kind and caring love their customer service
428,1313,NA,NA,1718,1718,us ug,Belong,Townshend,i like to get bubble teas from here since it is so convenient
358,1197,NA,NA,1718,1718,us ug,Belong,Townshend,townshend was the first place i had ever tried bubble tea i come here frequently with friends or by myself i like all of their tea options
530,1506,NA,NA,1718,1718,us ug,Belong,Townshend,good tea and a welcoming place with good seating a lot of stuff going on around you
24,138,NA,NA,1516,1718,us ug,Belong,FreshMarket,welcoming and has great food
87,438,NA,NA,1516,1718,us ug,Belong,FreshMarket,lunch
3,19,NA,NA,1516,1718,us ug,Belong,FreshMarket,everyone belongs
185,718,NA,NA,1617,1718,us ug,Belong,FreshMarket,the type of people who but things from it are similar to me and the workers are very friendly and like to chat
193,743,NA,NA,1617,1718,us ug,Belong,FreshMarket,there employees there to help
211,785,NA,NA,1617,1718,us ug,Belong,FreshMarket,it has vegetarian options for me and it has food i like also the employees are always super nice and helpful
392,1253,NA,NA,1718,1718,us ug,Belong,FreshMarket,i love everything in this market and everyone is usually really nice
335,1161,NA,NA,1718,1718,us ug,Belong,FreshMarket,the staff are welcoming and friendly
438,1331,NA,NA,1718,1718,us ug,Belong,FreshMarket,nice people
436,1327,NA,NA,1718,1718,us ug,Belong,FreshMarket,i like food and they serve food
534,1514,NA,NA,1718,1718,us ug,Belong,FreshMarket,good food
450,1357,NA,NA,1718,1718,us ug,Belong,FreshMarket,i grab food almost every other morning from the market and the people who work at the register remember me and are so nice it makes me feel very welcomed
336,1162,NA,NA,1718,1718,us ug,Belong,FreshMarket,friendly staff food options where i can find something to fit my style people studying on the steps outside of it
25,146,NA,NA,1516,1718,us ug,Belong,Holden,the people at holden are very welcoming and accommodating
504,1459,NA,NA,1718,1718,us ug,Belong,Holden,i feel like if i have questions i can ask them
184,717,NA,NA,1617,1718,us ug,Belong,Stairs1,i have my a cappella friday shows in this location
300,1048,NA,NA,1617,1718,us ug,Belong,Stairs1,a place where i usually do my homework or hang out with friends
310,1086,NA,NA,1617,1718,us ug,Belong,Stairs1,being here alone and watching other people talking or just walking makes me so happy
526,1500,NA,NA,1718,1718,us ug,Belong,Stairs1,i go here almost every friday to watch the accapella groups sing and that makes me feel like i am a part of something by encouraging them and cheering them on in their success other times this is simply a very nice place to sit with lots of people watching and space to do things
33,179,NA,NA,1516,1718,us ug,Belong,SouthAtrium,good seating sometimes lots of people sometimes not
68,379,NA,NA,1516,1718,us ug,Belong,SouthAtrium,my favorite place to study
118,548,NA,NA,1617,1718,us ug,Belong,SouthAtrium,i often sit here in between classes and get some tea or ice cream if i am feeling it i hang out with a lot of friends here too
201,757,NA,NA,1617,1718,us ug,Belong,SouthAtrium,no one is really standoff ish or unwilling to answer a question which makes sense if their in a very social setting
229,835,NA,NA,1617,1718,us ug,Belong,SouthAtrium,there is chairs where i can rest and eat
236,857,NA,NA,1617,1718,us ug,Belong,SouthAtrium,i just really enjoy the windows
244,882,NA,NA,1617,1718,us ug,Belong,SouthAtrium,i like the openness of it the lighting and huge windows and how it calm but there are people around so you feel like part of the community of students
256,920,NA,NA,1617,1718,us ug,Belong,SouthAtrium,i hang out here with my friends
442,1339,NA,NA,1718,1718,us ug,Belong,SouthAtrium,people are all doing the same thing as each other doing homework or hanging out it is just comfortable because you do not feel like you have to be quiet or like others are watching you
458,1368,NA,NA,1718,1718,us ug,Belong,SouthAtrium,this is a nice place because there is a view of the courtyard and there is the tea place right there so it is a wonderful place to get some tea sit down and get some homework done
258,924,NA,NA,1617,1718,us ug,Belong,ODesk,the people i meet in this area including the o desk help me always feel included
72,398,NA,NA,1516,1718,us ug,Belong,Plaza,this area always has students walking around with random games being played in the center of the room it s calming to see people having a good time
134,591,NA,NA,1617,1718,us ug,Belong,Plaza,very open area thousands pass through it everyday no reason i would not feel included
262,940,NA,NA,1617,1718,us ug,Belong,Plaza,not sure exactly i feel a strong sense of camaraderie especially with large and creative amounts of seating
8,48,NA,NA,1516,1718,us ug,Belong,Ticket,i work here i love my coworkers
33,179,NA,NA,1516,1718,us ug,Belong,EastAtrium,good seating
68,379,NA,NA,1516,1718,us ug,Belong,EastAtrium,i find it a nice place to study
118,548,NA,NA,1617,1718,us ug,Belong,EastAtrium,i did not think i had selected that
201,757,NA,NA,1617,1718,us ug,Belong,EastAtrium,no one is really standoff ish or unwilling to answer a question which makes sense if their in a very social setting
229,835,NA,NA,1617,1718,us ug,Belong,EastAtrium,there is chairs where i can rest and eat
236,857,NA,NA,1617,1718,us ug,Belong,EastAtrium,love the windows
244,882,NA,NA,1617,1718,us ug,Belong,EastAtrium,i do not remember picking this place
256,920,NA,NA,1617,1718,us ug,Belong,EastAtrium,i usually meet up with my friends around this area in the emu
442,1339,NA,NA,1718,1718,us ug,Belong,EastAtrium,people are all doing the same thing as each other doing homework or hanging out it is just comfortable because you do not feel like you have to be quiet or like others are watching you
458,1368,NA,NA,1718,1718,us ug,Belong,EastAtrium,i personally like it because it is a great place to study
70,385,NA,NA,1516,1718,us ug,Belong,ASUO.SGES,i have been involved in asuo for 3 years and i know the current executive board who is often in the office
126,567,NA,NA,1617,1718,us ug,Belong,ASUO.SGES,i can always go in for help
423,1304,NA,NA,1718,1718,us ug,Belong,ASUO.SGES,work with colleagues
463,1374,NA,NA,1718,1718,us ug,Belong,ASUO.SGES,i work here and know some people here
118,548,NA,NA,1617,1718,us ug,Belong,ClubSports,i spend a lot of time in there working out logistical things for my club women ultimate team
27,149,NA,NA,1516,1718,us ug,Belong,OP,they have nice couches to hang out on and each breakfast or lunch i like bikes
61,366,NA,NA,1516,1718,us ug,Belong,OP,friendly students and staff love the outdoors
118,548,NA,NA,1617,1718,us ug,Belong,OP,i have similar interests to the people there and they are always friendly to me
194,744,NA,NA,1617,1718,us ug,Belong,OP,everyone is nice and i like bikes so i feel like i fit in
204,767,NA,NA,1617,1718,us ug,Belong,OP,super friendly and welcoming at atmosphere the decorations are really homey and the people are excited to see you come in and excited to help you
208,779,NA,NA,1617,1718,us ug,Belong,OP,i am passionate about bicycles and the staff there make me feel comfortable to work on my bike and hang out friendly people who are responsive when you walk in the door there a couch where i feel comfortable hanging out
253,912,NA,NA,1617,1718,us ug,Belong,OP,i like the outdoors
288,1013,NA,NA,1617,1718,us ug,Belong,OP,i like the people
452,1359,NA,NA,1718,1718,us ug,Belong,OP,the people are very nice and helpful with my bike fixes
431,1317,NA,NA,1718,1718,us ug,Belong,OP,fun outing with likeminded people
8,48,NA,NA,1516,1718,us ug,Belong,WC,i am a woman and whenever i go in i feel welcomed and accepted
21,120,NA,NA,1516,1718,us ug,Belong,WC,have not been there but i have heard great things
18,102,NA,NA,1516,1718,us ug,Belong,WC,i am a woman and enjoy this space to study or grab extra menstrual products when needed
105,493,NA,NA,1516,1718,us ug,Belong,WC,i felt very welcomed and supported right away
68,379,NA,NA,1516,1718,us ug,Belong,WC,i like the resources in the center and the space is comfortable to be
94,462,NA,NA,1516,1718,us ug,Belong,WC,access to condoms tampons printing community for women
131,579,NA,NA,1617,1718,us ug,Belong,WC,the people are genuine kind and make me feel completely comfortable
135,595,NA,NA,1617,1718,us ug,Belong,WC,the women center allows me to have a safe place where i can be myself and talk about any concerns i have when i am on campus or the concerns that i face in daily life
188,725,NA,NA,1617,1718,us ug,Belong,WC,i have volunteered for safe ride for 2 years now safe ride functions out of the women center therefore i have spend a lot of time here i am very accepted here
199,755,NA,NA,1617,1718,us ug,Belong,WC,fatima lt 3
250,902,NA,NA,1617,1718,us ug,Belong,WC,i love the women center it a safe place the i can always spend time at when i am on campus and they have an amazing staff and very useful resources and materials
271,968,NA,NA,1617,1718,us ug,Belong,WC,i know i can go here and receive support without judgement for any issue going on
286,1007,NA,NA,1617,1718,us ug,Belong,WC,as a woman i know that if i ever need any help or information about something i know that the women center will be a good and safe place for me
301,1061,NA,NA,1617,1718,us ug,Belong,WC,since i am a woman i feel connected and accepted here
303,1064,NA,NA,1617,1718,us ug,Belong,WC,i work at an organization based out of the women center
305,1071,NA,NA,1617,1718,us ug,Belong,WC,center for women
392,1253,NA,NA,1718,1718,us ug,Belong,WC,well i am a female and i know i have resources there if needed
496,1438,NA,NA,1718,1718,us ug,Belong,WC,i feel safe
343,1177,NA,NA,1718,1718,us ug,Belong,WC,they are very inclusive and welcoming when you walk in they make sure you do not feel left out and they support you in any way they can
417,1291,NA,NA,1718,1718,us ug,Belong,WC,i work saferide and the people are kind and happy to see me
511,1473,NA,NA,1718,1718,us ug,Belong,WC,its an open safe space i feel respected
510,1471,NA,NA,1718,1718,us ug,Belong,WC,i fit in
463,1374,NA,NA,1718,1718,us ug,Belong,WC,the space is really open and welcoming and i like printing there
472,1391,NA,NA,1718,1718,us ug,Belong,WC,they are welcoming
381,1236,NA,NA,1718,1718,us ug,Belong,WC,i am a woman and i think i have access to this resource
478,1398,NA,NA,1718,1718,us ug,Belong,WC,nice people
436,1327,NA,NA,1718,1718,us ug,Belong,WC,i am a woman
454,1363,NA,NA,1718,1718,us ug,Belong,WC,a space where i can print things see people i know and be respected
21,120,NA,NA,1516,1718,us ug,Belong,LGBTQA3,i am queer they are not just a gay center but also knowledgeable about trans identities and other intersecting marginalized categories
18,102,NA,NA,1516,1718,us ug,Belong,LGBTQA3,i am queer and i know this is a safe place for my identity to be validated
199,755,NA,NA,1617,1718,us ug,Belong,LGBTQA3,i am queer
253,912,NA,NA,1617,1718,us ug,Belong,LGBTQA3,i am queer and that a main space to find only other queer people
496,1438,NA,NA,1718,1718,us ug,Belong,LGBTQA3,makes me feel like i am in a safe place
352,1189,NA,NA,1718,1718,us ug,Belong,Hallway1stFloor,there tables here to sit at and they are usually open
421,1298,NA,NA,1718,1718,us ug,Belong,Hallway1stFloor,other people like me
4,28,NA,NA,1516,1718,us ug,Belong,MCC,home of the filipino club where i have met a lot of friends at uo
11,72,NA,NA,1516,1718,us ug,Belong,MCC,very accepting
102,490,NA,NA,1516,1718,us ug,Belong,MCC,i have many friends in this area and i feel like many of the people accept me
45,302,NA,NA,1516,1718,us ug,Belong,MCC,the mcc is where my club office is it is where we hold the most cultural group general meetings it where i found my safe community that allowed me to flourish it basically my home on campus where i feel most comfortable i connect my leadership growth character development and team moral building to this place
71,390,NA,NA,1516,1718,us ug,Belong,MCC,i can find people of my same ethnic background
68,379,NA,NA,1516,1718,us ug,Belong,MCC,i feel more at ease because there are other people with the same interests and look like me
42,280,NA,NA,1516,1718,us ug,Belong,MCC,i am a spanish major
81,425,NA,NA,1516,1718,us ug,Belong,MCC,good study area
126,567,NA,NA,1617,1718,us ug,Belong,MCC,space that people with shared experiences as me can come and have community together
164,671,NA,NA,1617,1718,us ug,Belong,MCC,i am of color
199,755,NA,NA,1617,1718,us ug,Belong,MCC,im a womxn of color
208,779,NA,NA,1617,1718,us ug,Belong,MCC,i see people who look like me represented and hanging out there that tells me that it is a safe space to hang out
293,1028,NA,NA,1617,1718,us ug,Belong,MCC,accessability student union stands for inclusivity a greater connection with my disability identity and some of the best friends i have here
500,1450,NA,NA,1718,1718,us ug,Belong,MCC,there are people like me
537,1518,NA,NA,1718,1718,us ug,Belong,MCC,the welcomeness and overall atmosphere and inclusiveness of the area
478,1398,NA,NA,1718,1718,us ug,Belong,MCC,my friends and familiar faces
451,1358,NA,NA,1718,1718,us ug,Belong,MCC,i have been to the language circles in the mills and i really liked how accepting and open they are to people who are learning
428,1313,NA,NA,1718,1718,us ug,Belong,MCC,i love the apasu office i come here almost everyday since it is a place i have community
512,1475,NA,NA,1718,1718,us ug,Belong,MCC,the multicultural center always has other people of color in a school that is an area that is predominantly white it can be nice to connect with people who look like you or come from similar familial backgrounds
105,493,NA,NA,1516,1718,us ug,Belong,DuckStore,i am always treated kindly
103,491,NA,NA,1516,1718,us ug,Belong,DuckStore,they are friendly and helpful
113,519,NA,NA,1516,1718,us ug,Belong,DuckStore,best place to purchase school supplies
42,280,NA,NA,1516,1718,us ug,Belong,DuckStore,i am involved with the duck store
133,585,NA,NA,1617,1718,us ug,Belong,DuckStore,the staff is always nice
163,665,NA,NA,1617,1718,us ug,Belong,DuckStore,since i am a duck it a great place
438,1331,NA,NA,1718,1718,us ug,Belong,DuckStore,nice people
494,1431,NA,NA,1718,1718,us ug,Belong,DuckStore,i love the duck store they are very nice there too
466,1378,NA,NA,1718,1718,us ug,Belong,DuckStore,friendly staff
405,1272,NA,NA,1718,1718,us ug,Belong,DuckStore,the people running the counter are nice and everyone needs something from the duck store every now and then
490,1420,NA,NA,1718,1718,us ug,Belong,DuckStore,i can spend my campus cash there
535,1515,NA,NA,1718,1718,us ug,Belong,DuckStore,they want me to buy their stuff of course i am welcome there
474,1394,NA,NA,1718,1718,us ug,Belong,DuckStore,always welcoming
36,196,NA,NA,1516,1718,us ug,Belong,Taylor,i really enjoy this lounge and never have a problem when sitting here
103,491,NA,NA,1516,1718,us ug,Belong,Taylor,it s a calm safe place to work
76,418,NA,NA,1516,1718,us ug,Belong,Taylor,this is also a central space where i like to do homework there are also events happening near there quite often
77,419,NA,NA,1516,1718,us ug,Belong,Taylor,it comfortable
86,433,NA,NA,1516,1718,us ug,Belong,Taylor,i love the piano and the ambiance
166,676,NA,NA,1617,1718,us ug,Belong,Taylor,i do my homework here and sometimes eat i like to just lounge
173,687,NA,NA,1617,1718,us ug,Belong,Taylor,i love to hear the music from this area and makes me feel calm
177,695,NA,NA,1617,1718,us ug,Belong,Taylor,it s quiet and small sometimes someone is playing the piano and it s nice
201,757,NA,NA,1617,1718,us ug,Belong,Taylor,no one is really standoff ish or unwilling to answer a question which makes sense if their in a very social setting
221,807,NA,NA,1617,1718,us ug,Belong,Taylor,i love the piano it makes me calm and feel connected
238,861,NA,NA,1617,1718,us ug,Belong,Taylor,the peaceful study environment and the music played on the piano
256,920,NA,NA,1617,1718,us ug,Belong,Taylor,this is where i do a lot of my homework or where i work on class work this area is good size and quiet
268,960,NA,NA,1617,1718,us ug,Belong,Taylor,quiet area and everyone is focused on doing their own work
269,961,NA,NA,1617,1718,us ug,Belong,Taylor,i love the piano music constantly played in this room it s a wonderful place to study or relax this is my favorite room in the emu
276,983,NA,NA,1617,1718,us ug,Belong,Taylor,it just another place where i can relax and be by myself it in a location that away from huge crowds it usually quiet unless there a piano player and i can study or relax there
282,997,NA,NA,1617,1718,us ug,Belong,Taylor,see lots of people hanging out
298,1044,NA,NA,1617,1718,us ug,Belong,Taylor,the piano music is nice sometimes i rest my eyes here between classes
300,1048,NA,NA,1617,1718,us ug,Belong,Taylor,a very relaxing and quiet spot for me to take a rest
355,1192,NA,NA,1718,1718,us ug,Belong,Taylor,i love the atmosphere here it is cozy and homey and makes me feel like theres a place on campus to escape and relax
401,1265,NA,NA,1718,1718,us ug,Belong,Taylor,i work on homework meet with friends or just hang out here and watch netflix it s a place for me to connect with friends and a place for me to chill and relax
395,1257,NA,NA,1718,1718,us ug,Belong,Taylor,idk good vibe
440,1334,NA,NA,1718,1718,us ug,Belong,Taylor,when i need a quiet place to study this place is generally accepted as being a quiet space and i feel normal
537,1518,NA,NA,1718,1718,us ug,Belong,Taylor,i feel relaxed when i come here
526,1500,NA,NA,1718,1718,us ug,Belong,Taylor,this is a very comfortable and open space that often has a lot of seating open the windows make t seem less private allowing people to come and go as they please without worrying about interrupting someone else
389,1249,NA,NA,1718,1718,us ug,Belong,Taylor,comforting atmosphere
421,1298,NA,NA,1718,1718,us ug,Belong,Taylor,other people like me
386,1246,NA,NA,1718,1718,us ug,Belong,Taylor,it nice to settle down and study with everyone else often someone will play piano which is very comforting
535,1515,NA,NA,1718,1718,us ug,Belong,Taylor,great place to study and listen to live piano
